occ_code,occ_title,group,tot_emp,emp_prse,h_mean,a_mean,mean_prse,h_pct10,h_pct25,h_median,h_pct75,h_pct90,a_pct10,a_pct25,a_median,a_pct75,a_pct90,annual,hourly
33-3041,Parking enforcement workers,,         10140,       4.6,         14.72,         30620,           1.5,          8.80,         10.65,         13.98,         17.98,         21.99,         18310,         22160,         29070,         37390,         45740,,
33-3051,Police and sheriff's patrol officers,,        624130,       1.0,         22.73,         47270,           0.9,         13.05,         16.89,         22.25,         27.74,         33.81,         27150,         35140,         46290,         57690,         70330,,
33-3052,Transit and railroad police,,          5090,      11.0,         24.20,         50330,           3.1,         15.24,         18.61,         23.49,         29.33,         34.60,         31700,         38710,         48850,         61000,         71980,,
33-9011,Animal control workers,,         13940,       2.1,         13.50,         28090,           1.0,          7.88,         10.10,         12.87,         16.39,         20.33,         16390,         21010,         26780,         34090,         42300,,
33-9021,Private detectives and investigators,,         33720,       3.9,         17.78,         36980,           1.9,          9.24,         11.55,         15.70,         21.29,         29.58,         19230,         24030,         32650,         44290,         61520,,
33-9031,Gaming surveillance officers and gaming investigators,,          8730,       4.5,         13.82,         28740,           3.2,          8.75,          9.96,         12.44,         16.33,         20.77,         18200,         20710,         25870,         33970,         43210,,
33-9032,Security guards,,        994220,       0.6,         10.91,         22690,           0.3,          6.99,          8.16,          9.98,         12.67,         16.57,         14550,         16980,         20760,         26360,         34470,,
33-9091,Crossing guards,,         69390,       1.9,         10.21,         21230,           1.0,          6.38,          7.57,          9.64,         12.03,         14.72,         13260,         15750,         20050,         25010,         30620,,
33-9092,"Lifeguards, ski patrol, and other recreational protective service workers",,        107620,       2.5,          8.67,         18020,           0.7,          6.11,          7.03,          8.13,          9.83,         11.92,         12720,         14610,         16910,         20450,         24790,,
33-9099,"Protective service workers, all other",,        141480,       1.3,         15.90,         33070,           0.6,          8.36,         11.33,         14.77,         18.75,         25.68,         17390,         23570,         30720,         39000,         53420,,
35-0000,Food preparation and serving related occupations,major,      10797700,       0.2,          8.58,         17840,           0.2,          5.83,          6.53,          7.73,          9.72,         12.77,         12130,         13590,         16070,         20230,         26560,,
35-1011,Chefs and head cooks,,        115850,       1.7,         17.23,         35840,           0.8,          9.08,         11.52,         15.54,         21.08,         27.61,         18890,         23950,         32330,         43850,         57420,,
35-1012,First-line supervisors/managers of food preparation and serving workers,,        748550,       0.5,         13.44,         27960,           0.3,          8.06,          9.78,         12.53,         16.30,         20.43,         16760,         20350,         26050,         33910,         42500,,
35-2011,"Cooks, fast food",,        631190,       1.3,          7.45,         15500,           0.4,          5.74,          6.37,          7.25,          8.30,          9.77,         11930,         13240,         15080,         17260,         20330,,
35-2012,"Cooks, institution and cafeteria",,        393500,       0.9,          9.88,         20550,           0.3,          6.23,          7.46,          9.44,         11.77,         14.23,         12970,         15520,         19640,         24470,         29600,,
35-2013,"Cooks, private household",,           830,      14.4,         11.18,         23250,           6.2,          6.35,          7.63,         10.01,         14.17,         16.81,         13210,         15870,         20820,         29460,         34960,,
35-2014,"Cooks, restaurant",,        791450,       0.9,          9.86,         20510,           0.3,          6.82,          7.91,          9.54,         11.32,         13.44,         14180,         16450,         19840,         23550,         27950,,
