CIP_Code,CIP_Desc,credential_level_tags,year,avg_debt_debt_all_stgp_any_mean,avg_postgrad_earnings,avg_income_a_mean_broad_detailed,weighted_income_a_mean_by_tot_emp,avg_income_a_pct10_broad_detailed,avg_income_a_pct90_broad_detailed,sum_employment_tot_emp
4099,"Physical Sciences, Other.",Associate's Degree|Bachelor's Degree,2018,16894,22116,108920,93643,48073,150350,261390
4099,"Physical Sciences, Other.",Bachelor's Degree,2019,30828,,112747,97935,49767,154740,286590
4099,"Physical Sciences, Other.",Associate's Degree|Bachelor's Degree,2020,24088,,117153,105929,50077,163675,289660
4100,"Science Technologies/Technicians, General.",Associate's Degree,2016,19694,,49270,49270,26310,77010,68540
4100,"Science Technologies/Technicians, General.",Associate's Degree|Bachelor's Degree,2017,17750,,51160,51160,27990,78840,66890
4100,"Science Technologies/Technicians, General.",Associate's Degree|Bachelor's Degree,2018,17940,50856,52940,52940,29830,80370,65220
4100,"Science Technologies/Technicians, General.",Associate's Degree|Bachelor's Degree,2019,16596,60154,53670,53670,30050,81710,64260
4100,"Science Technologies/Technicians, General.",Associate's Degree|Bachelor's Degree,2020,21422,,56830,56830,30800,86050,62080
4101,Biology/Biotechnology Technology/Technician.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2016,15104,,46130,46130,27660,69590,74720
4101,Biology/Biotechnology Technology/Technician.,Associate's Degree|Undergraduate Certificate or Diploma,2017,15792,,47410,47410,29120,70560,74980
4101,Biology/Biotechnology Technology/Technician.,Associate's Degree|Undergraduate Certificate or Diploma,2018,16738,40166,48060,48060,29330,71440,77450
4101,Biology/Biotechnology Technology/Technician.,Associate's Degree|Undergraduate Certificate or Diploma,2019,14616,37630,49110,49110,29540,73350,79530
4101,Biology/Biotechnology Technology/Technician.,Associate's Degree|Undergraduate Certificate or Diploma,2020,14198,,49490,49490,30440,74600,80640
4102,Industrial Radiologic Technology/Technician.,Associate's Degree,2016,15494,,84595,84755,56100,114260,14010
4102,Industrial Radiologic Technology/Technician.,Associate's Degree|Undergraduate Certificate or Diploma,2017,13369,49500,87175,86706,57850,119385,12860
4102,Industrial Radiologic Technology/Technician.,Associate's Degree|Undergraduate Certificate or Diploma,2018,13543,55106,87640,87101,59010,121020,13510
4102,Industrial Radiologic Technology/Technician.,Associate's Degree|Undergraduate Certificate or Diploma,2019,14933,57797,91850,90758,63690,123145,11470
4102,Industrial Radiologic Technology/Technician.,Associate's Degree|Undergraduate Certificate or Diploma,2020,13287,,94140,93374,64965,124925,11470
4103,Chemical Process Technology.,Associate's Degree|Undergraduate Certificate or Diploma,2016,15349,,52192,51124,29232,78388,241190
4103,Chemical Process Technology.,Associate's Degree|Undergraduate Certificate or Diploma,2017,14691,47569,53620,52289,30025,80678,239600
4103,Chemical Process Technology.,Associate's Degree|Undergraduate Certificate or Diploma,2018,14867,55334,54312,52961,30908,81440,241790
4103,Chemical Process Technology.,Associate's Degree|Undergraduate Certificate or Diploma,2019,15574,54319,54318,53420,30948,82934,278600
4103,Chemical Process Technology.,Associate's Degree|Undergraduate Certificate or Diploma,2020,16372,,56056,55206,32032,85086,280200
4199,"Science Technologies/Technicians, Other.",Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2016,23647,,49270,49270,26310,77010,68540
4199,"Science Technologies/Technicians, Other.",Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2017,22375,42900,51160,51160,27990,78840,66890
4199,"Science Technologies/Technicians, Other.",Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2018,22308,45807,52940,52940,29830,80370,65220
4199,"Science Technologies/Technicians, Other.",Associate's Degree|Bachelor's Degree,2019,21784,44655,52215,52690,29545,81210,96880
4199,"Science Technologies/Technicians, Other.",Associate's Degree|Bachelor's Degree,2020,21507,,53895,54839,30040,83290,93940
4201,"Psychology, General.",Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2016,25614,,88526,105467,41198,141606,485670
4201,"Psychology, General.",Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2017,25090,27585,88646,106686,40832,142730,512510
4201,"Psychology, General.",Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2018,25239,28948,91828,109135,41968,147454,549280
4201,"Psychology, General.",Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2019,25530,28355,87062,74783,41595,139265,87910
4201,"Psychology, General.",Associate's Degree|Bachelor's Degree,2020,24035,,89085,77217,43628,140838,87590
4227,Behavioral Neuroscience.,Bachelor's Degree,2016,23012,,85214,91140,40157,126833,1155540
4227,Behavioral Neuroscience.,Bachelor's Degree,2017,22168,30004,85954,92010,40651,128679,1205510
4227,Behavioral Neuroscience.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2018,22916,31614,88396,93644,41964,132724,1277880
4227,Behavioral Neuroscience.,Associate's Degree|Bachelor's Degree,2019,22044,30897,86409,82138,42253,127829,829730
4227,Behavioral Neuroscience.,Associate's Degree|Bachelor's Degree,2020,21289,,89107,84291,43006,132276,828160
4228,Applied Behavior Analysis.,Bachelor's Degree|Post-baccalaureate Certificate,2016,26156,,80282,77938,40083,128515,2710330
4228,Applied Behavior Analysis.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate,2017,26342,28300,84043,81240,41488,135255,2679210
4228,Applied Behavior Analysis.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate,2018,29983,32224,86268,82776,42600,138577,2812600
4228,Applied Behavior Analysis.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate,2019,29245,32836,84875,77492,42838,136096,2464150
4228,Applied Behavior Analysis.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2020,27359,,87086,80107,44323,131441,2475140
4299,"Psychology, Other.",Associate's Degree|Bachelor's Degree,2016,17989,,97080,109343,43650,149583,454620
4299,"Psychology, Other.",Associate's Degree|Bachelor's Degree,2017,17741,32500,97223,110477,43357,150593,480090
4299,"Psychology, Other.",Associate's Degree|Bachelor's Degree,2018,18340,30192,99897,113082,44373,155550,513950
4299,"Psychology, Other.",Associate's Degree|Bachelor's Degree,2019,15672,26816,92880,90473,43555,140280,51700
4299,"Psychology, Other.",Associate's Degree|Bachelor's Degree,2020,17468,,95045,92915,42990,144635,51480
4301,Corrections Administration.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2016,25810,,63223,56712,34257,99413,3709040
4301,Corrections Administration.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2017,24500,31395,64884,58474,35227,101857,3770820
4301,Corrections Administration.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2018,24641,34310,66413,60450,35884,104611,3845910
4301,Corrections Administration.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2019,24270,34604,65135,54293,35685,102776,3372480
4301,Corrections Administration.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2020,23041,,66765,56766,36339,106032,3285990
4302,Fire Prevention and Safety Technology/Technician.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2016,17933,,66902,80434,34417,105622,906740
4302,Fire Prevention and Safety Technology/Technician.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2017,16243,52625,68237,82473,34825,108100,936590
4302,Fire Prevention and Safety Technology/Technician.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2018,16414,52504,70235,85385,35937,111417,975390
4302,Fire Prevention and Safety Technology/Technician.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2019,17611,58505,63032,59794,33544,100816,522290
4302,Fire Prevention and Safety Technology/Technician.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2020,15987,,64210,61453,34704,102324,503090
4303,Crisis/Emergency/Disaster Management.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2016,27220,,78388,92948,37735,125883,795810
4303,Crisis/Emergency/Disaster Management.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2017,27159,41612,80260,94887,37655,130065,822450
4303,Crisis/Emergency/Disaster Management.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2018,28112,48165,82228,97563,39290,135180,866300
4303,Crisis/Emergency/Disaster Management.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2019,28256,45700,82795,85437,39992,139425,346790
4303,Crisis/Emergency/Disaster Management.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2020,24196,,85665,89739,39762,145332,341290
4304,Criminalistics and Criminal Science.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2016,23909,,72614,77618,38826,113357,2779770
4304,Criminalistics and Criminal Science.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2017,22141,,74482,79382,39749,116677,2814700
4304,Criminalistics and Criminal Science.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2018,23320,36716,75959,80995,40074,119856,2884880
4304,Criminalistics and Criminal Science.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2020,23312,,81211,82416,43469,127637,2869320
4399,"Homeland Security, Law Enforcement, Firefighting and Related Protective Services, Other.",Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2016,23606,,,,,,
4399,"Homeland Security, Law Enforcement, Firefighting and Related Protective Services, Other.",Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2017,25433,42108,,,,,
4399,"Homeland Security, Law Enforcement, Firefighting and Related Protective Services, Other.",Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2018,24920,49469,,,,,
4399,"Homeland Security, Law Enforcement, Firefighting and Related Protective Services, Other.",Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2019,25438,43841,,,,,
4399,"Homeland Security, Law Enforcement, Firefighting and Related Protective Services, Other.",Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2020,23253,,,,,,
4400,"Human Services, General.",Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2016,30626,,50177,43948,28570,77550,578740
4400,"Human Services, General.",Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2017,28476,28349,50257,44896,28913,77833,627140
4400,"Human Services, General.",Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2018,29583,29072,51183,45785,29643,78593,640340
4400,"Human Services, General.",Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2019,30356,29316,52283,47028,30333,79977,658390
4400,"Human Services, General.",Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2020,28499,,54323,48717,31857,82770,643520
4402,Community Organization and Advocacy.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2016,22661,,53320,53807,31523,80273,354030
4402,Community Organization and Advocacy.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2017,22957,28576,53310,54241,31743,80170,383650
4402,Community Organization and Advocacy.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2018,27202,30303,54733,56154,32683,81847,385870
4402,Community Organization and Advocacy.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2019,26155,32843,55637,57307,33143,82847,393720
4402,Community Organization and Advocacy.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2020,26249,,57577,59421,34140,85873,382420
4404,"Public Administration, Other.",Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate,2016,30379,,93511,119216,45788,120382,3414560
4404,"Public Administration, Other.",Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2017,29430,44081,95061,119967,46608,122189,3484100
4404,"Public Administration, Other.",Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2018,28893,46857,96884,120562,47429,125028,3610510
4404,"Public Administration, Other.",Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2019,28969,44816,95122,120638,46698,118804,3300210
4404,"Public Administration, Other.",Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2020,27824,,97428,123282,47574,121699,3234220
4405,Education Policy Analysis.,Bachelor's Degree,2016,23044,,85488,101158,39676,129531,720890
4405,Education Policy Analysis.,Bachelor's Degree,2017,21826,37867,87030,102604,40428,133757,742980
4405,Education Policy Analysis.,Bachelor's Degree,2018,20665,36098,88538,104114,41354,136023,775040
4405,Education Policy Analysis.,Bachelor's Degree|Post-baccalaureate Certificate,2019,22160,34319,90295,105192,42362,138719,801440
4405,Education Policy Analysis.,Bachelor's Degree|Post-baccalaureate Certificate,2020,20945,,92771,108653,43032,142259,802470
4407,Forensic Social Work.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2016,26038,,56952,54259,31727,89132,922660
4407,Forensic Social Work.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2017,26103,30611,57461,55177,31989,89999,956280
4407,Forensic Social Work.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2018,25685,31222,58932,56620,32847,92359,987750
4407,Forensic Social Work.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2019,26518,31940,59762,57758,33468,93004,1021470
4407,Forensic Social Work.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2020,25452,,61684,59587,34711,96314,1029010
4499,"Public Administration and Social Service Professions, Other.",Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2016,22215,,,,,,
4499,"Public Administration and Social Service Professions, Other.",Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2017,21464,37900,,,,,
4499,"Public Administration and Social Service Professions, Other.",Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2018,21481,37323,,,,,
4499,"Public Administration and Social Service Professions, Other.",Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2019,23283,38191,,,,,
4499,"Public Administration and Social Service Professions, Other.",Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2020,25490,,,,,,
4501,Research Methodology and Quantitative Methods.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate,2016,24091,,74506,66425,38417,119606,3568440
4501,Research Methodology and Quantitative Methods.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2017,23469,30990,75352,68218,37922,121513,3636610
4501,Research Methodology and Quantitative Methods.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2018,23107,31585,77975,70148,40338,124917,3691290
4501,Research Methodology and Quantitative Methods.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2019,22658,31682,75510,65218,40312,120896,3240260
4501,Research Methodology and Quantitative Methods.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2020,23059,,77099,66727,41905,123272,3108010
